Pos: x: 0.336365 y: 0.255261 z: 5.64037 | UV: x:0.9527 y: 0.085486 | Normal: x:0.711989 y: 0.701653 z: 0.027472
Pos: x: -0.076072 y: 1.31602 z: 5.2607 | UV: x:0.973943 y: 0.158334 | Normal: x:-0.999958 y: 0.001457 z: -0.009047
Pos: x: -0.076072 y: 0.730308 z: 5.30216 | UV: x:0.96998 y: 0.125202 | Normal: x:-0.99149 y: -0.129843 z: -0.009384
Pos: x: -0.072349 y: 0.719801 z: 5.32259 | UV: x:0.970836 y: 0.12416 | Normal: x:-0.911732 y: -0.095835 z: 0.399451
Pos: x: -0.072349 y: 1.31003 z: 5.27795 | UV: x:0.974949 y: 0.157899 | Normal: x:-0.923791 y: -0.021459 z: 0.382297
Pos: x: 0.061577 y: 0.678518 z: 5.26572 | UV: x:0.958727 y: 0.122557 | Normal: x:0.787907 y: -0.060054 z: -0.612859
Pos: x: 0.044714 y: 0.665336 z: 5.24949 | UV: x:0.960175 y: 0.122177 | Normal: x:0.621345 y: -0.155981 z: -0.767854
Pos: x: 0.044714 y: 1.24422 z: 5.17727 | UV: x:0.962619 y: 0.155088 | Normal: x:0.66063 y: 0.015583 z: -0.75055
Pos: x: 0.061573 y: 1.2694 z: 5.20229 | UV: x:0.961062 y: 0.156702 | Normal: x:0.84403 y: 0.016961 z: -0.536027
Pos: x: 0.228852 y: 0.352984 z: 5.52373 | UV: x:0.952744 y: 0.096628 | Normal: x:0.846004 y: 0.527042 z: 0.08065
Pos: x: 0.222433 y: 0.355819 z: 5.54179 | UV: x:0.951606 y: 0.096393 | Normal: x:0.64669 y: 0.65 z: 0.399113
Pos: x: 0.3126 y: 0.273734 z: 5.64104 | UV: x:0.951429 y: 0.086689 | Normal: x:0.52214 y: 0.830148 z: 0.195509
Pos: x: 0.336365 y: 0.255261 z: 5.64037 | UV: x:0.9527 y: 0.085486 | Normal: x:0.711989 y: 0.701653 z: 0.027472
Pos: x: 0.222433 y: 0.355819 z: 5.54179 | UV: x:0.951606 y: 0.096393 | Normal: x:0.64669 y: 0.65 z: 0.399113
Pos: x: 0.202451 y: 0.363256 z: 5.54753 | UV: x:0.950499 y: 0.097141 | Normal: x:0.359961 y: 0.66381 z: 0.655579
Pos: x: 0.297102 y: 0.276618 z: 5.65281 | UV: x:0.95033 y: 0.086658 | Normal: x:0.292316 y: 0.893621 z: 0.340578
Pos: x: 0.3126 y: 0.273734 z: 5.64104 | UV: x:0.951429 y: 0.086689 | Normal: x:0.52214 y: 0.830148 z: 0.195509
Pos: x: 0.212176 y: 0.255999 z: 5.63967 | UV: x:0.97006 y: 0.087546 | Normal: x:-0.76318 y: 0.274124 z: 0.58516
Pos: x: 0.202811 y: 0.239994 z: 5.62902 | UV: x:0.968814 y: 0.087812 | Normal: x:-0.879139 y: -0.017863 z: 0.47623
Pos: x: 0.285574 y: 0.130331 z: 5.86923 | UV: x:0.968654 y: 0.07065 | Normal: x:-0.949688 y: 0.223459 z: 0.219453
Pos: x: 0.296304 y: 0.145497 z: 5.8827 | UV: x:0.969878 y: 0.070037 | Normal: x:-0.794574 y: 0.530631 z: 0.295098
Pos: x: 0.402638 y: 0.068949 z: 5.82195 | UV: x:0.958288 y: 0.071312 | Normal: x:0.533814 y: -0.776026 z: -0.335896
Pos: x: 0.316486 y: 0.182846 z: 5.57836 | UV: x:0.958696 y: 0.086239 | Normal: x:0.525388 y: -0.560141 z: -0.640476
Pos: x: 0.33464 y: 0.193292 z: 5.58916 | UV: x:0.957484 y: 0.085755 | Normal: x:0.726458 y: -0.331061 z: -0.602211
Pos: x: 0.419505 y: 0.081165 z: 5.83036 | UV: x:0.957024 y: 0.070991 | Normal: x:0.764595 y: -0.569734 z: -0.301327
Pos: x: -0.072349 y: 1.31003 z: 5.27795 | UV: x:0.974949 y: 0.157899 | Normal: x:-0.923791 y: -0.021459 z: 0.382297
Pos: x: -0.072349 y: 0.719801 z: 5.32259 | UV: x:0.970836 y: 0.12416 | Normal: x:-0.911732 y: -0.095835 z: 0.399451
Pos: x: -0.06161 y: 0.730278 z: 5.33765 | UV: x:0.972 y: 0.124304 | Normal: x:-0.669835 y: 0.062519 z: 0.739873
Pos: x: -0.061603 y: 1.29414 z: 5.28928 | UV: x:0.975787 y: 0.156885 | Normal: x:-0.681429 y: -0.029251 z: 0.7313
Pos: x: -0.061603 y: 1.29414 z: 5.28928 | UV: x:0.975787 y: 0.156885 | Normal: x:-0.681429 y: -0.029251 z: 0.7313
Pos: x: -0.06161 y: 0.730278 z: 5.33765 | UV: x:0.972 y: 0.124304 | Normal: x:-0.669835 y: 0.062519 z: 0.739873
Pos: x: -0.044847 y: 0.739644 z: 5.34829 | UV: x:0.973211 y: 0.124374 | Normal: x:-0.40951 y: 0.147634 z: 0.900281
Pos: x: -0.044833 y: 1.27738 z: 5.29659 | UV: x:0.976776 y: 0.155801 | Normal: x:-0.405096 y: -0.026692 z: 0.913884
Pos: x: 0.227678 y: 0.269216 z: 5.64777 | UV: x:0.971308 y: 0.08716 | Normal: x:-0.549928 y: 0.552212 z: 0.62661
Pos: x: 0.212176 y: 0.255999 z: 5.63967 | UV: x:0.97006 y: 0.087546 | Normal: x:-0.76318 y: 0.274124 z: 0.58516
Pos: x: 0.296304 y: 0.145497 z: 5.8827 | UV: x:0.969878 y: 0.070037 | Normal: x:-0.794574 y: 0.530631 z: 0.295098
Pos: x: 0.313058 y: 0.157576 z: 5.89371 | UV: x:0.971138 y: 0.069441 | Normal: x:-0.544593 y: 0.76961 z: 0.333347
Pos: x: -0.837589 y: 3.65229 z: 1.70431 | UV: x:0.783369 y: 0.333349 | Normal: x:-0.534093 y: -0.059735 z: -0.843313
Pos: x: -0.522791 y: 3.62022 z: 1.57392 | UV: x:0.766906 y: 0.320705 | Normal: x:-0.10636 y: -0.066477 z: -0.992103
Pos: x: -0.522791 y: 1.52867 z: 1.57392 | UV: x:0.808225 y: 0.202821 | Normal: x:-0.125587 y: 0 z: -0.992083
Pos: x: -0.837589 y: 1.30014 z: 1.70431 | UV: x:0.830627 y: 0.189664 | Normal: x:-0.589195 y: 0 z: -0.807991
Pos: x: 0.072448 y: 0.708315 z: 5.28323 | UV: x:0.957268 y: 0.124024 | Normal: x:0.91514 y: 0.012885 z: -0.40293
Pos: x: 0.061577 y: 0.678518 z: 5.26572 | UV: x:0.958727 y: 0.122557 | Normal: x:0.787907 y: -0.060054 z: -0.612859
Pos: x: 0.061573 y: 1.2694 z: 5.20229 | UV: x:0.961062 y: 0.156702 | Normal: x:0.84403 y: 0.016961 z: -0.536027
Pos: x: 0.072438 y: 1.2967 z: 5.23208 | UV: x:0.95945 y: 0.158477 | Normal: x:0.954834 y: 0.013512 z: -0.296832
Pos: x: 0.419505 y: 0.081165 z: 5.83036 | UV: x:0.957024 y: 0.070991 | Normal: x:0.764595 y: -0.569734 z: -0.301327
Pos: x: 0.33464 y: 0.193292 z: 5.58916 | UV: x:0.957484 y: 0.085755 | Normal: x:0.726458 y: -0.331061 z: -0.602211
Pos: x: 0.347182 y: 0.207119 z: 5.6025 | UV: x:0.956284 y: 0.085364 | Normal: x:0.862473 y: -0.062126 z: -0.502275
Pos: x: 0.430386 y: 0.096523 z: 5.84176 | UV: x:0.955808 y: 0.070623 | Normal: x:0.935327 y: -0.27312 z: -0.224874
Pos: x: -1.30335 y: 1.57026 z: 3.23971 | UV: x:0.769334 y: 0.935337 | Normal: x:0.711473 y: 0.413044 z: 0.568507
Pos: x: -1.21685 y: 1.51878 z: 3.16886 | UV: x:0.771367 y: 0.943147 | Normal: x:0.711473 y: 0.413044 z: 0.568507
Pos: x: -1.21685 y: 1.72064 z: 2.967 | UV: x:0.758273 y: 0.943651 | Normal: x:0.711473 y: 0.568508 z: 0.413045
Pos: x: -1.30335 y: 1.79149 z: 3.01848 | UV: x:0.75576 y: 0.935138 | Normal: x:0.711473 y: 0.568508 z: 0.413044
Pos: x: -0.044833 y: 1.27738 z: 5.29659 | UV: x:0.976776 y: 0.155801 | Normal: x:-0.405096 y: -0.026692 z: 0.913884
Pos: x: -0.044847 y: 0.739644 z: 5.34829 | UV: x:0.973211 y: 0.124374 | Normal: x:-0.40951 y: 0.147634 z: 0.900281
Pos: x: -0.023508 y: 0.748434 z: 5.3536 | UV: x:0.974531 y: 0.124423 | Normal: x:-0.240081 y: 0.216814 z: 0.946231
Pos: x: -0.023508 y: 1.26691 z: 5.30116 | UV: x:0.977994 y: 0.155055 | Normal: x:-0.194705 y: -0.024259 z: 0.980562
Pos: x: 2.12119 y: 1.26443 z: 3.29846 | UV: x:0.902195 y: 0.886376 | Normal: x:1 y: 0 z: 0
Pos: x: 2.12119 y: 0.982471 z: 3.34312 | UV: x:0.891802 y: 0.889067 | Normal: x:1 y: 0 z: 0
Pos: x: 2.12119 y: 0.982471 z: 2.43069 | UV: x:0.846229 y: 0.836978 | Normal: x:1 y: 0 z: 0
Pos: x: 2.12119 y: 1.8949 z: 2.43069 | UV: x:0.946303 y: 0.856715 | Normal: x:1 y: 0 z: 0
Pos: x: 2.12119 y: 1.85024 z: 2.71265 | UV: x:0.936195 y: 0.869331 | Normal: x:1 y: 0 z: 0
Pos: x: 2.12119 y: 0.982471 z: 2.43069 | UV: x:0.846229 y: 0.836978 | Normal: x:1 y: 0 z: 0
Pos: x: 0.248667 y: 0.27753 z: 5.65282 | UV: x:0.972574 y: 0.086633 | Normal: x:-0.275071 y: 0.759962 z: 0.588892
Pos: x: 0.227678 y: 0.269216 z: 5.64777 | UV: x:0.971308 y: 0.08716 | Normal: x:-0.549928 y: 0.552212 z: 0.62661
Pos: x: 0.313058 y: 0.157576 z: 5.89371 | UV: x:0.971138 y: 0.069441 | Normal: x:-0.544593 y: 0.76961 z: 0.333347
Pos: x: 0.334416 y: 0.165045 z: 5.90067 | UV: x:0.972439 y: 0.068938 | Normal: x:-0.261736 y: 0.905619 z: 0.333691
Pos: x: 0.430386 y: 0.096523 z: 5.84176 | UV: x:0.955808 y: 0.070623 | Normal: x:0.935327 y: -0.27312 z: -0.224874
Pos: x: 0.347182 y: 0.207119 z: 5.6025 | UV: x:0.956284 y: 0.085364 | Normal: x:0.862473 y: -0.062126 z: -0.502275
Pos: x: 0.352309 y: 0.223302 z: 5.6167 | UV: x:0.955081 y: 0.085145 | Normal: x:0.910128 y: 0.237737 z: -0.339335
Pos: x: 0.433996 y: 0.113715 z: 5.85527 | UV: x:0.954598 y: 0.070228 | Normal: x:0.990788 y: 0.072112 z: -0.114624
Pos: x: -0.023508 y: 1.26691 z: 5.30116 | UV: x:0.977994 y: 0.155055 | Normal: x:-0.194705 y: -0.024259 z: 0.980562
Pos: x: -0.023508 y: 0.748434 z: 5.3536 | UV: x:0.974531 y: 0.124423 | Normal: x:-0.240081 y: 0.216814 z: 0.946231
Pos: x: -0 y: 0.770136 z: 5.35318 | UV: x:0.976155 y: 0.12528 | Normal: x:-0.103902 y: 0.227836 z: 0.96814
Pos: x: -0 y: 1.26512 z: 5.3036 | UV: x:0.979352 y: 0.154803 | Normal: x:-0.000216 y: -0.034327 z: 0.999411
Pos: x: 0.076072 y: 0.727117 z: 5.3024 | UV: x:0.95598 y: 0.124871 | Normal: x:0.992833 y: 0.081965 z: -0.086971
Pos: x: 0.072448 y: 0.708315 z: 5.28323 | UV: x:0.957268 y: 0.124024 | Normal: x:0.91514 y: 0.012885 z: -0.40293
Pos: x: 0.072438 y: 1.2967 z: 5.23208 | UV: x:0.95945 y: 0.158477 | Normal: x:0.954834 y: 0.013512 z: -0.296832
Pos: x: 0.076072 y: 1.31575 z: 5.26058 | UV: x:0.957951 y: 0.159767 | Normal: x:0.999959 y: 0.001378 z: -0.008947
Pos: x: 0.272945 y: 0.280237 z: 5.65475 | UV: x:0.973861 y: 0.086005 | Normal: x:0.015886 y: 0.874825 z: 0.484179
Pos: x: 0.248667 y: 0.27753 z: 5.65282 | UV: x:0.972574 y: 0.086633 | Normal: x:-0.275071 y: 0.759962 z: 0.588892
Pos: x: 0.334416 y: 0.165045 z: 5.90067 | UV: x:0.972439 y: 0.068938 | Normal: x:-0.261736 y: 0.905619 z: 0.333691
Pos: x: 0.357923 y: 0.167813 z: 5.90287 | UV: x:0.97378 y: 0.068601 | Normal: x:0.019508 y: 0.952291 z: 0.304566
Pos: x: -0.968015 y: 1.04377 z: 2.29768 | UV: x:0.652013 y: 0.530107 | Normal: x:0 y: 0.309014 z: -0.951057
Pos: x: -1.21685 y: 1.04377 z: 2.29768 | UV: x:0.60821 y: 0.560687 | Normal: x:0 y: 0.309014 z: -0.951057
Pos: x: -1.21685 y: 1.06956 z: 2.31082 | UV: x:0.60821 y: 0.560687 | Normal: x:0 y: 0.453986 z: -0.891009
Pos: x: -1.21685 y: 1.0822 z: 2.31726 | UV: x:0.60363 y: 0.554126 | Normal: x:0 y: 0.587785 z: -0.809017
Pos: x: -0.968015 y: 1.0822 z: 2.31726 | UV: x:0.647433 y: 0.523547 | Normal: x:0 y: 0.587785 z: -0.809017
Pos: x: -0.968015 y: 0.889664 z: 2.5098 | UV: x:0.594268 y: 0.447392 | Normal: x:0 y: -0.809017 z: 0.587786
Pos: x: -1.21685 y: 0.889664 z: 2.5098 | UV: x:0.550466 y: 0.477972 | Normal: x:0 y: -0.809017 z: 0.587786
Pos: x: -1.21685 y: 0.885321 z: 2.50128 | UV: x:0.550466 y: 0.477972 | Normal: x:0 y: -0.891006 z: 0.453991
Pos: x: -1.21685 y: 0.870085 z: 2.47137 | UV: x:0.54582 y: 0.471318 | Normal: x:0 y: -0.951056 z: 0.309018
Pos: x: -0.968015 y: 0.870085 z: 2.47137 | UV: x:0.589623 y: 0.440738 | Normal: x:0 y: -0.951056 z: 0.309018
Pos: x: 0.433996 y: 0.113715 z: 5.85527 | UV: x:0.954598 y: 0.070228 | Normal: x:0.990788 y: 0.072112 z: -0.114624
Pos: x: 0.352309 y: 0.223302 z: 5.6167 | UV: x:0.955081 y: 0.085145 | Normal: x:0.910128 y: 0.237737 z: -0.339335
Pos: x: 0.34801 y: 0.239773 z: 5.62966 | UV: x:0.953889 y: 0.085192 | Normal: x:0.847743 y: 0.508586 z: -0.150573
Pos: x: 0.430253 y: 0.130702 z: 5.86875 | UV: x:0.953391 y: 0.069874 | Normal: x:0.918086 y: 0.396381 z: -1.4e-05
Pos: x: 0.297102 y: 0.276618 z: 5.65281 | UV: x:0.95033 y: 0.086658 | Normal: x:0.292316 y: 0.893621 z: 0.340578
Pos: x: 0.272945 y: 0.280237 z: 5.65475 | UV: x:0.949111 y: 0.087369 | Normal: x:0.015886 y: 0.874825 z: 0.484179
Pos: x: 0.357923 y: 0.167813 z: 5.90287 | UV: x:0.948136 y: 0.069478 | Normal: x:0.019508 y: 0.952291 z: 0.304566
Pos: x: 0.381431 y: 0.165272 z: 5.89956 | UV: x:0.949503 y: 0.069343 | Normal: x:0.287525 y: 0.92379 z: 0.252866
Pos: x: -0 y: 0.770136 z: 5.35318 | UV: x:0.949943 y: 0.127624 | Normal: x:-0.103902 y: 0.227836 z: 0.96814
Pos: x: 0.023508 y: 0.782656 z: 5.35013 | UV: x:0.951427 y: 0.128087 | Normal: x:0.118838 y: 0.230603 z: 0.965764
Pos: x: 0.023508 y: 1.26696 z: 5.30115 | UV: x:0.95343 y: 0.157254 | Normal: x:0.198037 y: -0.027134 z: 0.979819
Pos: x: -0 y: 1.26512 z: 5.3036 | UV: x:0.952051 y: 0.15725 | Normal: x:-0.000216 y: -0.034327 z: 0.999411
Pos: x: 0.296399 y: 0.081394 z: 5.82977 | UV: x:0.964998 y: 0.071934 | Normal: x:-0.726862 y: -0.67788 z: -0.11023
Pos: x: 0.313247 y: 0.06913 z: 5.82124 | UV: x:0.963694 y: 0.072038 | Normal: x:-0.498527 y: -0.842687 z: -0.203348
Pos: x: 0.313249 y: -0.007563 z: 6.15968 | UV: x:0.963242 y: 0.052513 | Normal: x:-0.513291 y: -0.850759 z: -0.112876
Pos: x: 0.296399 y: 0.006147 z: 6.16237 | UV: x:0.964514 y: 0.052395 | Normal: x:-0.746564 y: -0.659737 z: -0.085967
Pos: x: 0.430253 y: 0.130702 z: 5.86875 | UV: x:0.953391 y: 0.069874 | Normal: x:0.918086 y: 0.396381 z: -1.4e-05
Pos: x: 0.34801 y: 0.239773 z: 5.62966 | UV: x:0.953889 y: 0.085192 | Normal: x:0.847743 y: 0.508586 z: -0.150573
Pos: x: 0.336365 y: 0.255261 z: 5.64037 | UV: x:0.9527 y: 0.085486 | Normal: x:0.711989 y: 0.701653 z: 0.027472
Pos: x: 0.419486 y: 0.145885 z: 5.8815 | UV: x:0.952142 y: 0.069579 | Normal: x:0.752513 y: 0.649979 z: 0.106076
Pos: x: 0.072332 y: 0.727018 z: 5.3222 | UV: x:0.954835 y: 0.124645 | Normal: x:0.956588 y: 0.258987 z: 0.133659
Pos: x: 0.076072 y: 0.727117 z: 5.3024 | UV: x:0.95598 y: 0.124871 | Normal: x:0.992833 y: 0.081965 z: -0.086971
Pos: x: 0.076072 y: 1.31575 z: 5.26058 | UV: x:0.957951 y: 0.159767 | Normal: x:0.999959 y: 0.001378 z: -0.008947
Pos: x: 0.072334 y: 1.30987 z: 5.27809 | UV: x:0.956889 y: 0.15952 | Normal: x:0.92396 y: -0.021714 z: 0.381872
Pos: x: 0.313247 y: 0.06913 z: 5.82124 | UV: x:0.963694 y: 0.072038 | Normal: x:-0.498527 y: -0.842687 z: -0.203348
Pos: x: 0.334416 y: 0.061097 z: 5.81608 | UV: x:0.962346 y: 0.071994 | Normal: x:-0.249792 y: -0.929184 z: -0.272437
Pos: x: 0.334416 y: -0.016461 z: 6.15798 | UV: x:0.961893 y: 0.05259 | Normal: x:-0.262839 y: -0.956324 z: -0.127908
Pos: x: 0.313249 y: -0.007563 z: 6.15968 | UV: x:0.963242 y: 0.052513 | Normal: x:-0.513291 y: -0.850759 z: -0.112876
Pos: x: 0.28548 y: 0.096812 z: 5.84145 | UV: x:0.966253 y: 0.071649 | Normal: x:-0.905574 y: -0.424176 z: 0.003205
Pos: x: 0.296399 y: 0.081394 z: 5.82977 | UV: x:0.964998 y: 0.071934 | Normal: x:-0.726862 y: -0.67788 z: -0.11023
Pos: x: 0.296399 y: 0.006147 z: 6.16237 | UV: x:0.964514 y: 0.052395 | Normal: x:-0.746564 y: -0.659737 z: -0.085967
Pos: x: 0.285476 y: 0.023561 z: 6.16593 | UV: x:0.965715 y: 0.052233 | Normal: x:-0.928859 y: -0.367389 z: -0.047395
Pos: x: 0.402751 y: 0.159915 z: 5.88221 | UV: x:0.950966 y: 0.070002 | Normal: x:0.532069 y: 0.825063 z: 0.190196
Pos: x: 0.3126 y: 0.273734 z: 5.64104 | UV: x:0.951429 y: 0.086689 | Normal: x:0.52214 y: 0.830148 z: 0.195509
Pos: x: 0.297102 y: 0.276618 z: 5.65281 | UV: x:0.95033 y: 0.086658 | Normal: x:0.292316 y: 0.893621 z: 0.340578
Pos: x: 0.381431 y: 0.165272 z: 5.89956 | UV: x:0.949503 y: 0.069343 | Normal: x:0.287525 y: 0.92379 z: 0.252866
Pos: x: 0.336365 y: 0.255261 z: 5.64037 | UV: x:0.9527 y: 0.085486 | Normal: x:0.711989 y: 0.701653 z: 0.027472
Pos: x: 0.3126 y: 0.273734 z: 5.64104 | UV: x:0.951429 y: 0.086689 | Normal: x:0.52214 y: 0.830148 z: 0.195509
Pos: x: 0.402751 y: 0.159915 z: 5.88221 | UV: x:0.950966 y: 0.070002 | Normal: x:0.532069 y: 0.825063 z: 0.190196
Pos: x: 0.419486 y: 0.145885 z: 5.8815 | UV: x:0.952142 y: 0.069579 | Normal: x:0.752513 y: 0.649979 z: 0.106076
Pos: x: 0.06156 y: 0.749293 z: 5.33621 | UV: x:0.9537 y: 0.125881 | Normal: x:0.698663 y: 0.059742 z: 0.712952
Pos: x: 0.072332 y: 0.727018 z: 5.3222 | UV: x:0.954835 y: 0.124645 | Normal: x:0.956588 y: 0.258987 z: 0.133659
Pos: x: 0.072334 y: 1.30987 z: 5.27809 | UV: x:0.956889 y: 0.15952 | Normal: x:0.92396 y: -0.021714 z: 0.381872
Pos: x: 0.061559 y: 1.29398 z: 5.28931 | UV: x:0.955899 y: 0.158654 | Normal: x:0.6759 y: -0.030287 z: 0.736371
Pos: x: 0.023508 y: 0.782656 z: 5.35013 | UV: x:0.951427 y: 0.128087 | Normal: x:0.118838 y: 0.230603 z: 0.965764
Pos: x: 0.044813 y: 0.772441 z: 5.34489 | UV: x:0.952604 y: 0.127287 | Normal: x:0.397945 y: 0.256121 z: 0.880932
Pos: x: 0.044803 y: 1.27753 z: 5.29644 | UV: x:0.95475 y: 0.157773 | Normal: x:0.402823 y: -0.029751 z: 0.914794
Pos: x: 0.023508 y: 1.26696 z: 5.30115 | UV: x:0.95343 y: 0.157254 | Normal: x:0.198037 y: -0.027134 z: 0.979819
Pos: x: 0.334416 y: 0.061097 z: 5.81608 | UV: x:0.962346 y: 0.071994 | Normal: x:-0.249792 y: -0.929184 z: -0.272437
Pos: x: 0.357923 y: 0.058157 z: 5.81455 | UV: x:0.960974 y: 0.071831 | Normal: x:0.010236 y: -0.948201 z: -0.317505
Pos: x: 0.357923 y: -0.019619 z: 6.15724 | UV: x:0.960494 y: 0.052633 | Normal: x:-0.002921 y: -0.991041 z: -0.133523
Pos: x: 0.334416 y: -0.016461 z: 6.15798 | UV: x:0.961893 y: 0.05259 | Normal: x:-0.262839 y: -0.956324 z: -0.127908
Pos: x: 0.281851 y: 0.113725 z: 5.85523 | UV: x:0.967468 y: 0.071196 | Normal: x:-0.987078 y: -0.110803 z: 0.115759
Pos: x: 0.28548 y: 0.096812 z: 5.84145 | UV: x:0.966253 y: 0.071649 | Normal: x:-0.905574 y: -0.424176 z: 0.003205
Pos: x: 0.285476 y: 0.023561 z: 6.16593 | UV: x:0.965715 y: 0.052233 | Normal: x:-0.928859 y: -0.367389 z: -0.047395
Pos: x: 0.281851 y: 0.041921 z: 6.17409 | UV: x:0.966822 y: 0.051788 | Normal: x:-0.999935 y: -0.011368 z: 0.000123
Pos: x: 0.044813 y: 0.772441 z: 5.34489 | UV: x:0.952604 y: 0.127287 | Normal: x:0.397945 y: 0.256121 z: 0.880932
Pos: x: 0.06156 y: 0.749293 z: 5.33621 | UV: x:0.9537 y: 0.125881 | Normal: x:0.698663 y: 0.059742 z: 0.712952
Pos: x: 0.061559 y: 1.29398 z: 5.28931 | UV: x:0.955899 y: 0.158654 | Normal: x:0.6759 y: -0.030287 z: 0.736371
Pos: x: 0.044803 y: 1.27753 z: 5.29644 | UV: x:0.95475 y: 0.157773 | Normal: x:0.402823 y: -0.029751 z: 0.914794
Pos: x: 0.357923 y: -0.019619 z: 6.15724 | UV: x:0.960494 y: 0.052633 | Normal: x:-0.002921 y: -0.991041 z: -0.133523
Pos: x: 0.357923 y: 0.058157 z: 5.81455 | UV: x:0.960974 y: 0.071831 | Normal: x:0.010236 y: -0.948201 z: -0.317505
Pos: x: 0.381431 y: 0.060878 z: 5.81647 | UV: x:0.959614 y: 0.071601 | Normal: x:0.278573 y: -0.898111 z: -0.340286
Pos: x: 0.381431 y: -0.016589 z: 6.15788 | UV: x:0.959085 y: 0.05263 | Normal: x:0.26222 y: -0.956468 z: -0.128098
Pos: x: 2.12119 y: 1.85024 z: 2.71265 | UV: x:0.936195 y: 0.869331 | Normal: x:1 y: 0 z: 0
Pos: x: 2.12119 y: 1.72064 z: 2.967 | UV: x:0.924589 y: 0.877257 | Normal: x:1 y: -0 z: 0
Pos: x: 2.12119 y: 0.982471 z: 2.43069 | UV: x:0.846229 y: 0.836978 | Normal: x:1 y: 0 z: 0
Pos: x: 2.12119 y: 1.51878 z: 3.16886 | UV: x:0.913143 y: 0.882616 | Normal: x:1 y: -0 z: 0
Pos: x: 2.12119 y: 1.26443 z: 3.29846 | UV: x:0.902195 y: 0.886376 | Normal: x:1 y: 0 z: 0
Pos: x: 2.12119 y: 0.982471 z: 2.43069 | UV: x:0.846229 y: 0.836978 | Normal: x:1 y: 0 z: 0
Pos: x: 0.285574 y: 0.130331 z: 5.86923 | UV: x:0.968654 y: 0.07065 | Normal: x:-0.949688 y: 0.223459 z: 0.219453
Pos: x: 0.281851 y: 0.113725 z: 5.85523 | UV: x:0.967468 y: 0.071196 | Normal: x:-0.987078 y: -0.110803 z: 0.115759
Pos: x: 0.281851 y: 0.041921 z: 6.17409 | UV: x:0.966822 y: 0.051788 | Normal: x:-0.999935 y: -0.011368 z: 0.000123
Pos: x: 0.285574 y: 0.061751 z: 6.17453 | UV: x:0.967978 y: 0.051788 | Normal: x:-0.937542 y: 0.345026 z: 0.044413
Pos: x: 0.381431 y: -0.016589 z: 6.15788 | UV: x:0.959085 y: 0.05263 | Normal: x:0.26222 y: -0.956468 z: -0.128098
Pos: x: 0.381431 y: 0.060878 z: 5.81647 | UV: x:0.959614 y: 0.071601 | Normal: x:0.278573 y: -0.898111 z: -0.340286
Pos: x: 0.402638 y: 0.068949 z: 5.82195 | UV: x:0.958288 y: 0.071312 | Normal: x:0.533814 y: -0.776026 z: -0.335896
Pos: x: 0.402638 y: -0.007574 z: 6.15968 | UV: x:0.957709 y: 0.052591 | Normal: x:0.513322 y: -0.850773 z: -0.112635
Pos: x: 0.296304 y: 0.145497 z: 5.8827 | UV: x:0.969878 y: 0.070037 | Normal: x:-0.794574 y: 0.530631 z: 0.295098
Pos: x: 0.285574 y: 0.130331 z: 5.86923 | UV: x:0.968654 y: 0.07065 | Normal: x:-0.949688 y: 0.223459 z: 0.219453
Pos: x: 0.285574 y: 0.061751 z: 6.17453 | UV: x:0.967978 y: 0.051788 | Normal: x:-0.937542 y: 0.345026 z: 0.044413
Pos: x: 0.296301 y: 0.079099 z: 6.17896 | UV: x:0.969157 y: 0.051515 | Normal: x:-0.766398 y: 0.63795 z: 0.075188
Pos: x: 2.12119 y: 1.72064 z: 2.967 | UV: x:0.924589 y: 0.877257 | Normal: x:1 y: -0 z: 0
Pos: x: 2.12119 y: 1.51878 z: 3.16886 | UV: x:0.913143 y: 0.882616 | Normal: x:1 y: -0 z: 0
Pos: x: 2.12119 y: 0.982471 z: 2.43069 | UV: x:0.846229 y: 0.836978 | Normal: x:1 y: 0 z: 0
Pos: x: 0.402638 y: -0.007574 z: 6.15968 | UV: x:0.957709 y: 0.052591 | Normal: x:0.513322 y: -0.850773 z: -0.112635
Pos: x: 0.402638 y: 0.068949 z: 5.82195 | UV: x:0.958288 y: 0.071312 | Normal: x:0.533814 y: -0.776026 z: -0.335896
Pos: x: 0.419505 y: 0.081165 z: 5.83036 | UV: x:0.957024 y: 0.070991 | Normal: x:0.764595 y: -0.569734 z: -0.301327
Pos: x: 0.419506 y: 0.006044 z: 6.16232 | UV: x:0.95641 y: 0.052523 | Normal: x:0.744502 y: -0.662029 z: -0.086224
Pos: x: 0.313058 y: 0.157576 z: 5.89371 | UV: x:0.971138 y: 0.069441 | Normal: x:-0.544593 y: 0.76961 z: 0.333347
Pos: x: 0.296304 y: 0.145497 z: 5.8827 | UV: x:0.969878 y: 0.070037 | Normal: x:-0.794574 y: 0.530631 z: 0.295098
Pos: x: 0.296301 y: 0.079099 z: 6.17896 | UV: x:0.969157 y: 0.051515 | Normal: x:-0.766398 y: 0.63795 z: 0.075188
Pos: x: 0.313053 y: 0.092974 z: 6.18269 | UV: x:0.97041 y: 0.051244 | Normal: x:-0.524975 y: 0.845766 z: 0.0953
Pos: x: 0.419506 y: 0.006044 z: 6.16232 | UV: x:0.95641 y: 0.052523 | Normal: x:0.744502 y: -0.662029 z: -0.086224
Pos: x: 0.419505 y: 0.081165 z: 5.83036 | UV: x:0.957024 y: 0.070991 | Normal: x:0.764595 y: -0.569734 z: -0.301327
